sentence,sentiment,date
Totally worth the money!,negative,2025-03-22 10:52:47.677899
Great customer service and fast delivery.,positive,2024-10-31 15:04:11.695312
Great customer service and fast delivery.,positive,2024-07-05 03:54:05.817460
The item broke after one use.,negative,2024-06-10 04:29:08.150659
The item broke after one use.,positive,2025-02-18 14:10:11.451671
Would not recommend to anyone.,negative,2024-09-28 19:18:57.448255
Great customer service and fast delivery.,negative,2024-11-15 19:11:13.662148
Very disappointing experience.,positive,2025-04-04 20:59:24.950212
Worst purchase I’ve made recently.,positive,2024-05-20 02:46:33.072986
The item broke after one use.,negative,2025-03-07 15:11:48.414589
Would not recommend to anyone.,negative,2024-12-07 06:32:57.927092
Worst purchase I’ve made recently.,negative,2025-03-18 20:42:57.195912
Would not recommend to anyone.,positive,2024-04-26 07:58:46.388996
Worst purchase I’ve made recently.,negative,2024-11-21 02:44:28.533606
The item broke after one use.,negative,2024-04-29 09:23:37.512871
Would not recommend to anyone.,positive,2025-04-09 19:28:11.544079
Would not recommend to anyone.,positive,2024-08-09 16:45:28.126777
Great customer service and fast delivery.,positive,2024-08-23 08:51:09.701648
Excellent value for the price.,positive,2025-04-16 18:40:24.533200
Very disappointing experience.,negative,2024-09-16 15:40:22.787701
Very disappointing experience.,negative,2025-03-28 23:05:37.361017
I love it and will buy again.,negative,2024-04-23 23:57:07.794428
The item broke after one use.,negative,2024-04-02 00:50:23.793434
The item broke after one use.,positive,2024-08-30 20:16:46.086660
I love it and will buy again.,negative,2024-11-12 08:23:52.046901
Excellent value for the price.,positive,2024-06-13 03:57:31.473779
Excellent value for the price.,negative,2025-03-04 02:18:02.846395
Would not recommend to anyone.,positive,2025-01-23 02:55:41.650965
Worst purchase I’ve made recently.,positive,2025-01-25 07:11:57.138720
I love it and will buy again.,positive,2024-07-07 11:30:02.107338
Great customer service and fast delivery.,positive,2024-12-16 05:50:12.742377
Totally worth the money!,negative,2024-04-28 06:16:35.175824
I am not satisfied with the quality.,negative,2025-05-14 10:52:06.367470
I am not satisfied with the quality.,positive,2024-02-08 13:02:28.049406
The product exceeded my expectations.,negative,2024-12-10 00:02:05.144842
The product exceeded my expectations.,negative,2024-01-12 16:33:43.072227
The item broke after one use.,negative,2024-05-27 03:42:19.008184
Totally worth the money!,negative,2024-05-13 22:59:22.962857
The item broke after one use.,negative,2025-01-20 10:53:32.478901
I love it and will buy again.,negative,2024-09-23 03:49:47.787726
Great customer service and fast delivery.,positive,2025-05-13 23:51:18.193779
Very disappointing experience.,positive,2025-05-04 01:35:25.316172
Worst purchase I’ve made recently.,negative,2025-02-02 21:08:52.666188
Totally worth the money!,positive,2024-12-26 02:02:39.549309
I am not satisfied with the quality.,negative,2024-05-31 17:56:18.152058
Very disappointing experience.,positive,2024-01-14 15:16:34.210304
I love it and will buy again.,positive,2024-12-18 14:27:47.048746
I love it and will buy again.,positive,2025-03-26 17:46:03.798667
I am not satisfied with the quality.,positive,2025-03-04 19:28:03.002194
Worst purchase I’ve made recently.,positive,2024-08-11 18:47:38.334416
The item broke after one use.,negative,2024-04-24 14:52:34.989433
Excellent value for the price.,negative,2024-08-03 19:36:58.379496
Totally worth the money!,negative,2025-03-01 09:18:06.556107
I am not satisfied with the quality.,positive,2024-12-16 01:28:46.503649
Great customer service and fast delivery.,positive,2024-11-15 20:03:29.045528
Very disappointing experience.,positive,2024-12-09 11:38:50.397371
Totally worth the money!,positive,2025-02-12 14:43:01.194559
Worst purchase I’ve made recently.,positive,2024-09-13 09:36:58.615928
Totally worth the money!,positive,2024-04-22 01:12:03.112112
Would not recommend to anyone.,negative,2024-04-30 23:35:36.689780
I love it and will buy again.,positive,2024-10-03 17:59:44.121432
Worst purchase I’ve made recently.,negative,2025-04-27 21:38:44.053191
The product exceeded my expectations.,positive,2024-06-23 07:23:15.884082
Worst purchase I’ve made recently.,negative,2024-12-23 19:50:00.503618
I love it and will buy again.,positive,2024-09-12 16:07:43.975159
Would not recommend to anyone.,negative,2024-02-07 17:29:27.724625
Very disappointing experience.,negative,2024-11-04 07:48:36.681050
Very disappointing experience.,positive,2024-11-15 23:47:03.381553
The item broke after one use.,negative,2024-07-17 01:58:08.858893
The item broke after one use.,negative,2024-10-03 19:40:07.832461
I am not satisfied with the quality.,positive,2024-10-29 02:05:24.777766
Worst purchase I’ve made recently.,negative,2024-06-27 15:37:35.025245
Great customer service and fast delivery.,negative,2024-12-24 22:09:17.767072
Worst purchase I’ve made recently.,negative,2024-12-12 21:14:50.129294
Totally worth the money!,positive,2024-08-23 11:47:50.833542
Great customer service and fast delivery.,positive,2024-06-19 19:17:36.550218
Worst purchase I’ve made recently.,negative,2024-10-02 15:52:13.649444
Would not recommend to anyone.,negative,2024-01-02 08:42:15.166853
Great customer service and fast delivery.,negative,2024-02-22 07:21:26.115489
Great customer service and fast delivery.,positive,2024-11-07 17:41:04.680842
Excellent value for the price.,positive,2024-07-21 22:58:16.337750
I am not satisfied with the quality.,positive,2024-11-23 15:15:31.108755
Worst purchase I’ve made recently.,positive,2024-01-22 11:09:35.733255
The item broke after one use.,positive,2025-02-18 00:47:31.118591
Totally worth the money!,positive,2024-10-07 03:25:24.966882
Very disappointing experience.,negative,2025-04-22 10:34:30.531738
I love it and will buy again.,negative,2024-01-27 14:17:02.837403
Excellent value for the price.,positive,2025-01-29 17:41:28.057763
Great customer service and fast delivery.,positive,2025-04-05 14:39:30.186117
Great customer service and fast delivery.,positive,2024-12-13 02:41:55.556984
Worst purchase I’ve made recently.,negative,2025-05-04 04:52:44.224826
Would not recommend to anyone.,positive,2024-02-08 18:11:49.868185
I am not satisfied with the quality.,negative,2024-03-20 07:58:33.834581
Excellent value for the price.,negative,2024-06-28 16:21:26.096191
Great customer service and fast delivery.,positive,2024-04-22 02:55:28.138184
Excellent value for the price.,positive,2024-11-10 02:22:04.811262
Very disappointing experience.,negative,2024-09-02 09:48:44.911380
Would not recommend to anyone.,negative,2025-03-27 11:28:27.712822
I am not satisfied with the quality.,negative,2024-11-07 09:27:14.757178
Great customer service and fast delivery.,negative,2024-05-31 21:58:32.251322
Great customer service and fast delivery.,negative,2024-06-13 14:25:47.513631
Excellent value for the price.,negative,2025-01-24 00:35:38.528947
I am not satisfied with the quality.,positive,2024-04-27 05:02:22.524782
Would not recommend to anyone.,negative,2025-01-05 06:56:19.619505
Worst purchase I’ve made recently.,positive,2024-11-08 16:40:33.270076
Very disappointing experience.,negative,2025-03-30 07:55:32.972219
Great customer service and fast delivery.,positive,2024-04-09 13:18:17.502862
Would not recommend to anyone.,negative,2025-03-18 00:00:37.608401
I love it and will buy again.,negative,2024-01-16 19:32:23.828461
Would not recommend to anyone.,negative,2024-08-05 20:37:07.710038
Would not recommend to anyone.,negative,2024-03-17 03:36:34.984372
Would not recommend to anyone.,positive,2024-08-06 00:54:03.906519
Would not recommend to anyone.,positive,2024-05-12 01:18:41.327112
Great customer service and fast delivery.,positive,2024-12-10 07:52:22.747870
I am not satisfied with the quality.,negative,2024-09-23 08:19:50.851183
The product exceeded my expectations.,negative,2024-10-02 15:24:20.684794
The item broke after one use.,negative,2024-11-06 15:03:40.510160
Totally worth the money!,negative,2024-02-03 15:05:14.861986
Totally worth the money!,negative,2025-01-30 18:58:22.129688
Very disappointing experience.,negative,2024-07-19 22:05:14.129804
I love it and will buy again.,negative,2025-02-22 11:31:34.936229
Would not recommend to anyone.,positive,2024-05-14 22:19:17.358258
Totally worth the money!,negative,2025-03-13 00:56:13.042742
Worst purchase I’ve made recently.,positive,2024-07-18 01:42:52.023271
Totally worth the money!,negative,2024-11-29 19:48:45.214131
Very disappointing experience.,positive,2024-09-25 20:36:32.952202
I love it and will buy again.,positive,2024-11-30 02:27:42.470247
Totally worth the money!,positive,2025-01-02 07:41:08.712783
I am not satisfied with the quality.,positive,2024-05-05 02:12:33.809678
Great customer service and fast delivery.,negative,2024-10-18 21:08:52.883500
I am not satisfied with the quality.,negative,2025-04-26 12:06:48.323341
I love it and will buy again.,negative,2024-06-27 00:46:37.261925
Worst purchase I’ve made recently.,positive,2024-12-22 04:31:47.250969
Totally worth the money!,negative,2024-06-13 01:01:05.477858
Great customer service and fast delivery.,negative,2024-11-23 10:55:21.895537
Very disappointing experience.,positive,2024-10-12 18:21:55.056996
Worst purchase I’ve made recently.,negative,2024-08-22 05:48:33.197764
Very disappointing experience.,negative,2025-01-31 19:48:32.520346
Very disappointing experience.,positive,2024-05-27 19:53:53.694799
Totally worth the money!,positive,2024-07-10 16:06:35.614865
Would not recommend to anyone.,negative,2024-09-06 01:17:30.692060
The product exceeded my expectations.,negative,2025-03-27 07:30:41.329370
The product exceeded my expectations.,negative,2024-06-05 08:47:06.078800
I love it and will buy again.,negative,2024-03-15 23:20:56.739313
Totally worth the money!,positive,2025-05-13 15:22:31.934529
Totally worth the money!,positive,2024-11-19 22:57:49.071713
Great customer service and fast delivery.,positive,2024-06-08 06:58:13.258175
Would not recommend to anyone.,negative,2024-07-26 04:23:42.443130
The item broke after one use.,negative,2024-12-25 22:20:23.452685
Totally worth the money!,positive,2024-01-27 21:18:17.817734
Totally worth the money!,negative,2024-12-14 23:13:48.384471
I love it and will buy again.,negative,2024-02-07 09:10:16.152674
I am not satisfied with the quality.,positive,2025-01-08 00:36:08.199651
The product exceeded my expectations.,positive,2025-05-08 19:03:30.348979
Excellent value for the price.,positive,2024-09-10 08:41:48.017432
Very disappointing experience.,positive,2024-07-27 18:29:24.141757
Worst purchase I’ve made recently.,negative,2024-06-25 21:37:00.396861
Excellent value for the price.,positive,2024-12-08 22:43:16.391677
Totally worth the money!,positive,2024-04-04 12:13:59.311230
The product exceeded my expectations.,positive,2024-04-23 06:10:22.065457
Worst purchase I’ve made recently.,negative,2024-10-16 08:04:26.779500
I am not satisfied with the quality.,positive,2024-05-29 23:42:18.433384
I love it and will buy again.,negative,2024-03-29 01:18:56.813697
Worst purchase I’ve made recently.,positive,2024-07-07 08:41:15.530844
Would not recommend to anyone.,positive,2024-12-29 10:56:51.258688
Totally worth the money!,positive,2025-03-30 08:06:58.948175
Very disappointing experience.,negative,2024-04-09 08:31:34.540945
Great customer service and fast delivery.,negative,2024-08-26 22:10:59.742429
The item broke after one use.,positive,2024-08-04 08:15:57.954605
Great customer service and fast delivery.,positive,2025-02-13 23:00:49.778742
The item broke after one use.,positive,2025-02-26 05:55:19.140312
The product exceeded my expectations.,positive,2025-04-25 00:16:57.251523
Would not recommend to anyone.,negative,2025-04-10 19:23:09.895739
Worst purchase I’ve made recently.,positive,2024-07-14 19:36:24.078969
Great customer service and fast delivery.,positive,2024-09-08 23:59:43.477483
Would not recommend to anyone.,negative,2025-01-13 13:43:45.664637
Would not recommend to anyone.,positive,2025-03-27 22:18:25.767102
I love it and will buy again.,negative,2025-03-23 01:04:05.943606
I am not satisfied with the quality.,negative,2024-03-17 23:38:08.977408
Would not recommend to anyone.,negative,2024-02-07 12:19:28.668335
Very disappointing experience.,positive,2025-01-18 23:08:45.131077
The item broke after one use.,negative,2024-03-27 04:27:08.049713
Totally worth the money!,positive,2024-03-08 08:05:13.743514
The product exceeded my expectations.,positive,2024-07-19 00:38:42.044320
The product exceeded my expectations.,positive,2024-05-15 04:02:57.298208
Very disappointing experience.,positive,2025-01-18 00:37:15.440380
Very disappointing experience.,positive,2025-05-08 10:32:45.881093
Excellent value for the price.,negative,2024-05-05 15:30:40.174769
Worst purchase I’ve made recently.,negative,2024-09-06 23:12:13.055688
